,Tree_ID,Average_Node_Degree,Reply_to_Node_Ratio,Gini_Coefficient,Nestedness_Score,Structural_Entropy
2560,447766100,0.972972972972973,0.972972972972973,0.6291291291291291,3.7567567567567566,2.6061420435354274
2561,447750747,0.0,0.0,,0.0,0.0
2562,447748404,0.5,0.5,0.5,0.5,1.0
2563,447738826,0.0,0.0,,0.0,0.0
2564,447720337,0.0,0.0,,0.0,0.0
2565,447957288,0.8571428571428571,0.8571428571428571,0.38095238095238093,2.857142857142857,2.521640636343318
2566,447956501,0.875,0.875,0.3392857142857143,3.375,2.75
2567,447953139,0.0,0.0,,0.0,0.0
2568,447938234,0.0,0.0,,0.0,0.0
2569,447936580,0.0,0.0,,0.0,0.0
2570,447930876,0.0,0.0,,0.0,0.0
2571,447905468,0.0,0.0,,0.0,0.0
2572,447890028,0.5,0.5,0.5,0.5,1.0
2573,447888950,0.0,0.0,,0.0,0.0
2574,447888942,0.8,0.8,0.5,1.4,1.9219280948873623
2575,447887173,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9182958340544896
2576,448073851,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9182958340544896
2577,448044526,0.0,0.0,,0.0,0.0
2578,448036405,0.0,0.0,,0.0,0.0
2579,448027193,0.0,0.0,,0.0,0.0
2580,448027140,0.5,0.5,0.5,0.5,1.0
2581,448026735,0.9473684210526315,0.9473684210526315,0.631578947368421,3.0526315789473686,2.675595777605311
2582,448024590,0.9642857142857143,0.9642857142857143,0.5992063492063492,3.9285714285714284,2.553090083530327
2583,448020116,0.0,0.0,,0.0,0.0
2584,448010946,0.0,0.0,,0.0,0.0
2585,448006447,0.8888888888888888,0.8888888888888888,0.3055555555555556,3.111111111111111,2.725480556997868
2586,448003566,0.0,0.0,,0.0,0.0
2587,448001997,0.5,0.5,0.5,0.5,1.0
2588,448001359,0.5,0.5,0.5,0.5,1.0
2589,447998042,0.5,0.5,0.5,0.5,1.0
2590,447967778,0.8571428571428571,0.8571428571428571,0.5238095238095238,1.7142857142857142,1.9502120649147465
2591,447962726,0.0,0.0,,0.0,0.0
2592,448162349,0.0,0.0,,0.0,0.0
2593,448160997,0.5,0.5,0.5,0.5,1.0
2594,448156087,0.0,0.0,,0.0,0.0
2595,448145229,0.0,0.0,,0.0,0.0
2596,448140593,0.875,0.875,0.3392857142857143,3.375,2.75
2597,448139707,0.0,0.0,,0.0,0.0
2598,448135928,0.0,0.0,,0.0,0.0
2599,448125546,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9182958340544896
2600,448320415,0.0,0.0,,0.0,0.0
2601,448314877,0.0,0.0,,0.0,0.0
2602,448307339,0.0,0.0,,0.0,0.0
2603,448294135,0.0,0.0,,0.0,0.0
2604,448287670,0.8,0.8,0.7,1.0,1.3709505944546687
2605,448287024,0.8333333333333334,0.8333333333333334,0.5666666666666667,1.8333333333333333,1.9182958340544896
2606,448284933,0.0,0.0,,0.0,0.0
2607,448271234,0.5,0.5,0.5,0.5,1.0
2608,448266859,0.0,0.0,,0.0,0.0
2609,448265507,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.584962500721156
2610,448265085,0.0,0.0,,0.0,0.0
2611,448264401,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9182958340544896
2612,448264177,0.9166666666666666,0.9166666666666666,0.8863636363636364,1.0833333333333333,1.0408520829727552
2613,448236946,0.0,0.0,,0.0,0.0
2614,448210293,0.9803921568627451,0.9803921568627451,0.807843137254902,4.549019607843137,2.227360617012198
